repo,module,category,vendors,license,is_oca,16.0_present,17.0_present,18.0_present,19.0_present,master_present,16.0_state,17.0_state,18.0_state,19.0_state,master_state,16.0_status,17.0_status,18.0_status,19.0_status,master_status,16.0_cause,17.0_cause,18.0_cause,19.0_cause,master_cause,16.0_installable,17.0_installable,18.0_installable,19.0_installable,master_installable,16.0_version,17.0_version,18.0_version,19.0_version,master_version,16.0_image,17.0_image,18.0_image,19.0_image,master_image,16.0_run_date,17.0_run_date,18.0_run_date,19.0_run_date,master_run_date
partner-contact,partner_category_description,Marketing,Moduon,LGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.1,19.0.1.0.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_category_security,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.2.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
partner-contact,partner_category_security_crm,Customer Relationship Management,Tecnativa,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
partner-contact,partner_category_type,Partner Management,ForgeFlow,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.1,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-20,2026-08-19,,
partner-contact,partner_classification,Contacts,Camptocamp,AGPL-3,1,0,0,0,1,0,,,,verified,,,,,ok,,,,,,,,,,1,,,,,19.0.1.0.0,,,,,odoo:19.0,,,,,2026-08-19,
partner-contact,partner_company_default,,Quartile Limited,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.2.0,17.0.1.0.0,18.0.1.0.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_company_group,Sales,Camptocamp SA,AGPL-3,1,1,1,1,1,0,verified,verified,not_installable,verified,,ok,ok,,ok,,,,,,,1,1,0,1,,16.0.1.0.0,17.0.1.0.0,,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,odoo:19.0,,2026-08-21,2026-08-20,,2026-08-19,
partner-contact,partner_company_type,,ACSONE SA/NV,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.2.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_access_link,Tools,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_address_default,Generic Modules/Base,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.2.0.0,17.0.2.0.0,18.0.1.0.1,19.0.2.1.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_age_range,Customer Relationship Management,Druidoo,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_birthdate,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.1.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_birthplace,Customer Relationship Management,Agile Business Group;GRAP,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_department,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.2.0.0,17.0.1.0.0,18.0.1.0.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_gender,Customer Relationship Management,Grupo ESOC;Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.1,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_in_several_companies,Customer Relationship Management,Nicolas JEUDY,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
partner-contact,partner_contact_job_position,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_lang,Sales,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-20,2026-08-19,,
partner-contact,partner_contact_nationality,Customer Relationship Management,Grupo ESOC,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_personal_information_page,Customer Relationship Management,Nicolas JEUDY,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_contact_role,,Camptocamp,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_contact_tags_in_popup,Customer Relationship Management,Coop IT Easy SC,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
partner-contact,partner_contact_type_end_user,,ACSONE SA/NV,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
partner-contact,partner_country_lang,Customer Relationship Management,Tecnativa,AGPL-3,1,0,1,1,1,0,,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_country_state_required,,ForgeFlow,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_data_vies_populator,Customer Relationship Management,NextERP Romania;Forest and Biomass Romania,AGPL-3,1,0,1,0,0,0,,verified,,,,,ok,,,,,,,,,,1,,,,,17.0.1.1.0,,,,,modidx/odoo:17.0-deps-20260820,,,,,2026-08-20,,,
partner-contact,partner_deduplicate_acl,Tools,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_deduplicate_by_ref,Tools,Tecnativa,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_deduplicate_by_website,Tools,Tecnativa,AGPL-3,1,0,1,1,1,0,,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_deduplicate_filter,Tools,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_department,Customer Relationship Management,ForgeFlow S.L.,AGPL-3,1,0,0,0,1,0,,,,verified,,,,,ok,,,,,,,,,,1,,,,,19.0.1.1.0,,,,,odoo:19.0,,,,,2026-08-19,
partner-contact,partner_disable_gravatar,Tools,Akretion,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
partner-contact,partner_display_name_line_break,Partner,Camptocamp,AGPL-3,1,1,1,0,0,0,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,16.0.1.1.0,17.0.1.0.1,,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,,,2026-08-21,2026-08-20,,,
partner-contact,partner_duns,Others,Camptocamp,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-21,2026-08-19,,
partner-contact,partner_email_check,Tools,Komit,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.1.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,modidx/odoo:18.0-deps-20260820,modidx/odoo:19.0-deps-20260819b,,2026-08-22,2026-08-20,2026-08-20,2026-08-19,
partner-contact,partner_email_duplicate_warn,Partner Management,Akretion,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.1,18.0.1.0.0,19.0.2.1.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_employee_quantity,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_external_map,Extra Tools,Akretion;Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.2.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
partner-contact,partner_fax,Extra Tools,,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.1.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_firstname,Extra Tools,Camptocamp;Grupo ESOC Ingeniería de Servicios;Tecnativa;LasLabs;ACSONE SA/NV;DynApps NV;GRAP,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.4,17.0.1.1.0,18.0.6.2.0,19.0.1.0.1,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_firstname_portal,Extra Tools,GRAP,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_identification,Customer Relationship Management,ChriCar Beteiligungs- und Beratungs- GmbH;Tecnativa;Camptocamp;ACSONE SA/NV;LasLabs;Onestein,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.3,17.0.1.2.0,18.0.1.1.0,19.0.1.1.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_identification_eori,,ForgeFlow,AGPL-3,1,1,0,1,1,0,verified,,verified,verified,,ok,,ok,ok,,,,,,,1,,1,1,,16.0.1.0.0,,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,odoo:19.0,,2026-08-21,,2026-08-19,2026-08-19,
partner-contact,partner_identification_gln,,Acsone S.A.,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_identification_unique_by_category,Customer Relationship Management,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_industry_parent,,ACSONE SA/NV,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_industry_secondary,Sales,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.0,17.0.1.1.1,18.0.1.0.1,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_interest_group,Partner,Coop IT Easy SC,AGPL-3,1,1,0,1,1,0,verified,,verified,verified,,ok,,ok,ok,,,,,,,1,,1,1,,16.0.1.2.0,,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,odoo:19.0,,2026-08-21,,2026-08-19,2026-08-19,
partner-contact,partner_is_company_auth_signup,Extra Tools,GRAP,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_iterative_archive,Tools,Onestein,AGPL-3,1,1,0,0,1,0,verified,,,verified,,ok,,,ok,,,,,,,1,,,1,,16.0.1.0.0,,,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,,,odoo:19.0,,2026-08-21,,,2026-08-19,
partner-contact,partner_label,Base,Therp BV,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_lastname_uppercase,Extra Tools,Coop IT Easy SC,AGPL-3,1,1,1,0,0,0,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,16.0.1.0.1,17.0.1.0.0,,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,,,2026-08-21,2026-08-20,,,
partner-contact,partner_manual_rank,Partner Management,ForgeFlow;Vauxoo,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.1.2,17.0.1.1.0,18.0.1.1.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-22,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_middlename,Partner Management,Open Source Integrators,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_mobile,Extra Tools,Akretion,AGPL-3,1,0,0,0,1,0,,,,verified,,,,,ok,,,,,,,,,,1,,,,,19.0.1.0.0,,,,,odoo:19.0,,,,,2026-08-19,
partner-contact,partner_mobile_duplicate_warn,Partner Management,Akretion,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.0.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-22,,2026-08-19,,
partner-contact,partner_mobile_validation,Extra Tools,Akretion,AGPL-3,1,0,0,0,1,0,,,,verified,,,,,ok,,,,,,,,,,1,,,,,19.0.1.0.0,,,,,odoo:19.0,,,,,2026-08-19,
partner-contact,partner_multi_relation,Customer Relationship Management,Therp BV;Camptocamp,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.5.0,17.0.1.0.0,18.0.1.0.0,19.0.1.1.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_multi_relation_archive_propagate,Partner Management,Therp BV,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.1.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_multi_relation_function,Customer Relationship Management,Therp BV,AGPL-3,1,1,0,1,0,0,verified,,verified,,,ok,,ok,,,,,,,,1,,1,,,16.0.1.1.0,,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,,odoo:18.0,,,2026-08-21,,2026-08-19,,
partner-contact,partner_noncommercial,Customer Relationship Management,Therp BV;Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_phone_extension,Customer Relationship Management,Savoir-faire Linux;ForgeFlow;Serpent Consulting Services Pvt. Ltd.,AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
partner-contact,partner_phone_secondary,Customer Relationship Management,Iván Todorovich,AGPL-3,1,0,0,1,1,0,,,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,18.0.1.0.1,19.0.1.0.1,,,,odoo:18.0,odoo:19.0,,,,2026-08-19,2026-08-19,
partner-contact,partner_phonecall_schedule,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-20,2026-08-19,,
partner-contact,partner_pricelist_search,Partner Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-21,2026-08-19,2026-08-19,
partner-contact,partner_pricelist_tracking,Partner Management,Tecnativa,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_priority,Customer Relationship Management,Patrick Wilson,AGPL-3,1,0,1,1,1,0,,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,17.0.1.0.0,18.0.1.0.0,19.0.1.0.0,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_property,Partner Management,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.1.0,17.0.1.1.1,18.0.1.0.3,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-22,2026-08-20,2026-08-19,,
partner-contact,partner_purchase_manager,Purchase,Moduon,LGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.1,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
partner-contact,partner_quality_log,Extra Tools,Trey (www.trey.es),AGPL-3,1,1,0,0,0,0,verified,,,,,ok,,,,,,,,,,1,,,,,16.0.1.0.0,,,,,modidx/odoo:16.0-deps-20260821,,,,,2026-08-21,,,,
partner-contact,partner_rank_commercial_entity,Partner Management,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.1.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_rank_single,Partner Management,Camptocamp,AGPL-3,1,0,0,1,0,0,,,verified,,,,,ok,,,,,,,,,,1,,,,,18.0.2.0.0,,,,,odoo:18.0,,,,,2026-08-19,,
partner-contact,partner_readonly_security,Customer Relationship Management,Tecnativa,AGPL-3,1,0,1,1,0,0,,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,17.0.1.0.0,18.0.1.0.0,,,,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,,2026-08-20,2026-08-19,,
partner-contact,partner_ref_unique,Customer Relationship Management,Tecnativa,AGPL-3,1,1,1,1,1,0,verified,verified,verified,verified,,ok,ok,ok,ok,,,,,,,1,1,1,1,,16.0.1.0.0,17.0.1.1.0,18.0.1.0.0,19.0.1.0.0,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,odoo:19.0,,2026-08-21,2026-08-20,2026-08-19,2026-08-19,
partner-contact,partner_salesperson_propagate,Customer Relationship Management,ForgeFlow,AGPL-3,1,1,1,0,0,0,verified,verified,,,,ok,ok,,,,,,,,,1,1,,,,16.0.1.0.0,17.0.1.0.0,,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,,,,2026-08-22,2026-08-20,,,
partner-contact,partner_search_alias,Partner,Quartile,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.0,17.0.1.0.0,18.0.1.0.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
partner-contact,partner_second_lastname,Partner Management,Tecnativa,AGPL-3,1,1,1,1,0,0,verified,verified,verified,,,ok,ok,ok,,,,,,,,1,1,1,,,16.0.1.0.2,17.0.1.0.2,18.0.2.1.0,,,modidx/odoo:16.0-deps-20260821,modidx/odoo:17.0-deps-20260820,odoo:18.0,,,2026-08-21,2026-08-20,2026-08-19,,
